segment_index,start,end,duration,active_task_count,demand_req,cross_demand_req,required_cross_link_count,cross_link_count,cross_capacity,cross_supply,cross_rate_used,cross_data_used,eta_cap_shortfall,zero_cross_req,zero_cross_demand,eta0_indicator
199,13020.0,13080.0,60.0,4,204.8870588235294,204.8870588235294,1,2,1600.0,1600.0,808.2,48492.0,0.0,0,0,0
200,13080.0,13081.965,1.9650000000001455,4,194.00480067196486,194.00480067196486,1,2,1600.0,1600.0,808.2,1588.1130000001176,0.0,0,0,0
201,13081.965,13140.0,58.034999999999854,4,193.64132383734253,193.64132383734253,1,3,2400.0,2400.0,808.2,46903.886999999886,0.0,0,0,0
202,13140.0,13260.0,120.0,4,182.69533610127613,182.69533610127613,1,3,2400.0,2400.0,808.2,96984.0,0.0,0,0,0
203,13260.0,13320.0,60.0,4,158.68386781090032,158.68386781090032,1,3,2400.0,2400.0,807.2,48432.0,0.0,0,0,0
204,13320.0,13380.0,60.0,3,145.945,145.945,1,3,2400.0,2400.0,615.4,36924.0,0.0,0,0,0
205,13380.0,13440.0,60.0,3,137.5738040644533,137.5738040644533,1,3,2400.0,2400.0,615.4,36924.0,0.0,0,0,0
206,13440.0,13453.658,13.657999999999447,3,128.87244751222318,128.87244751222318,1,3,2400.0,2400.0,615.4,8405.13319999966,0.0,0,0,0
207,13453.658,13500.0,46.34200000000055,3,126.84339306412497,126.84339306412497,1,2,1600.0,1600.0,615.4,28518.86680000034,0.0,0,0,0
208,13500.0,13515.068,15.067999999999302,3,119.81930501930502,119.81930501930502,1,2,1600.0,1600.0,615.4,9272.847199999569,0.0,0,0,0
209,13515.068,13560.0,44.9320000000007,3,117.4877491072468,117.4877491072468,1,1,800.0,800.0,615.4000000000001,27651.152800000425,0.0,0,0,0
210,13560.0,13620.0,60.0,3,110.39067796610169,110.39067796610169,1,1,800.0,800.0,615.4000000000001,36924.0,0.0,0,0,0
211,13620.0,13680.0,60.0,3,100.56052545155994,100.56052545155994,1,1,800.0,800.0,534.4,32064.0,0.0,0,0,0
212,13680.0,13740.0,60.0,2,92.68250355618777,92.68250355618777,1,1,800.0,800.0,460.6,27636.0,0.0,0,0,0
213,13740.0,13800.0,60.0,2,86.72328767123287,86.72328767123287,1,1,800.0,800.0,460.6,27636.0,0.0,0,0,0
214,13800.0,13860.0,60.0,2,80.56464646464647,80.56464646464647,1,1,800.0,800.0,460.6,27636.0,0.0,0,0,0
215,13860.0,13920.0,60.0,2,74.1962441314554,74.1962441314554,1,1,800.0,800.0,460.6,27636.0,0.0,0,0,0
216,13920.0,14040.0,120.0,2,67.60700808625337,67.60700808625337,1,1,800.0,800.0,460.6,55272.0,0.0,0,0,0
217,14040.0,14100.0,60.0,2,53.71764705882353,53.71764705882353,1,1,800.0,800.0,460.6,27636.0,0.0,0,0,0
218,14100.0,14160.0,60.0,1,46.3910447761194,46.3910447761194,1,1,800.0,800.0,208.6,12516.0,0.0,0,0,0
219,14160.0,14280.0,120.0,1,43.93333333333333,43.93333333333333,1,1,800.0,800.0,208.6,25032.0,0.0,0,0,0
220,14280.0,14340.0,60.0,1,38.7875,38.7875,1,1,800.0,800.0,208.6,12516.0,0.0,0,0,0
221,14340.0,14400.0,60.0,1,36.092063492063495,36.092063492063495,1,1,800.0,800.0,208.6,12516.0,0.0,0,0,0
222,14400.0,14520.0,120.0,1,33.30967741935484,33.30967741935484,1,1,800.0,800.0,208.6,25032.0,0.0,0,0,0
223,14520.0,14580.0,60.0,1,27.466666666666665,27.466666666666665,1,1,800.0,800.0,208.6,12516.0,0.0,0,0,0
224,14580.0,14640.0,60.0,1,24.396610169491524,24.396610169491524,1,1,800.0,800.0,208.6,12516.0,0.0,0,0,0
225,14640.0,14700.0,60.0,1,21.220689655172414,21.220689655172414,1,1,800.0,800.0,208.6,12516.0,0.0,0,0,0
226,14700.0,14760.0,60.0,1,17.933333333333334,17.933333333333334,1,1,800.0,800.0,208.6,12516.0,0.0,0,0,0
227,14760.0,14820.0,60.0,1,14.528571428571428,14.528571428571428,1,1,800.0,800.0,208.6,12516.0,0.0,0,0,0
228,14820.0,14880.0,60.0,1,11.0,11.0,1,1,800.0,800.0,208.6,12516.0,0.0,0,0,0
229,14880.0,14940.0,60.0,1,7.340740740740741,7.340740740740741,1,1,800.0,800.0,208.6,12516.0,0.0,0,0,0
230,14940.0,15000.0,60.0,1,3.543396226415094,3.543396226415094,1,1,800.0,800.0,187.8,11268.0,0.0,0,0,0
231,15000.0,15060.0,60.0,0,0,0,0,1,800.0,800.0,0.0,0.0,0.0,0,0,0
232,15060.0,15120.0,60.0,0,0,0,0,1,800.0,800.0,0.0,0.0,0.0,0,0,0
233,15120.0,15134.263,14.26300000000083,0,0,0,0,1,800.0,800.0,0.0,0.0,0.0,0,0,0
234,15134.263,15180.0,45.73699999999917,0,0,0,0,2,1600.0,1600.0,0.0,0.0,0.0,0,0,0
235,15180.0,15240.0,60.0,0,0,0,0,2,1600.0,1600.0,0.0,0.0,0.0,0,0,0
236,15240.0,15300.0,60.0,0,0,0,0,2,1600.0,1600.0,0.0,0.0,0.0,0,0,0
237,15300.0,15360.0,60.0,1,168.2,168.2,1,2,1600.0,1600.0,336.4,20184.0,0.0,0,0,0
238,15360.0,15420.0,60.0,1,165.39666666666668,165.39666666666668,1,2,1600.0,1600.0,336.4,20184.0,0.0,0,0,0
239,15420.0,15480.0,60.0,1,162.49830508474577,162.49830508474577,1,2,1600.0,1600.0,336.4,20184.0,0.0,0,0,0
240,15480.0,15540.0,60.0,1,159.5,159.5,1,2,1600.0,1600.0,336.4,20184.0,0.0,0,0,0
241,15540.0,15600.0,60.0,1,156.39649122807018,156.39649122807018,1,2,1600.0,1600.0,336.4,20184.0,0.0,0,0,0
242,15600.0,15660.0,60.0,1,153.18214285714285,153.18214285714285,1,2,1600.0,1600.0,336.4,20184.0,0.0,0,0,0
243,15660.0,15720.0,60.0,1,149.85090909090908,149.85090909090908,1,2,1600.0,1600.0,336.4,20184.0,0.0,0,0,0
244,15720.0,15780.0,60.0,2,309.6962962962963,309.6962962962963,1,2,1600.0,1600.0,663.0,39780.0,0.0,0,0,0
245,15780.0,15840.0,60.0,2,303.55975825471694,303.55975825471694,1,2,1600.0,1600.0,663.0,39780.0,0.0,0,0,0
246,15840.0,15900.0,60.0,2,297.20433455433454,297.20433455433454,1,2,1600.0,1600.0,663.0,39780.0,0.0,0,0,0
247,15900.0,16020.0,120.0,3,485.11799493991145,485.11799493991145,1,2,1600.0,1600.0,1052.0,126240.0,0.0,0,0,0
248,16020.0,16080.0,60.0,3,463.09566326530614,463.09566326530614,1,2,1600.0,1600.0,1052.0,63120.0,0.0,0,0,0
249,16080.0,16140.0,60.0,3,451.4241600552951,451.4241600552951,1,2,1600.0,1600.0,1052.0,63120.0,0.0,0,0,0
250,16140.0,16200.0,60.0,3,439.2762081725095,439.2762081725095,1,2,1600.0,1600.0,1052.0,63120.0,0.0,0,0,0
251,16200.0,16260.0,60.0,3,426.62176455631834,426.62176455631834,1,2,1600.0,1600.0,1052.0,63120.0,0.0,0,0,0
252,16260.0,16320.0,60.0,3,413.4281854256854,413.4281854256854,1,2,1600.0,1600.0,1052.0,63120.0,0.0,0,0,0
253,16320.0,16380.0,60.0,4,543.1599365750528,543.1599365750528,1,2,1600.0,1600.0,1324.6,79476.0,0.0,0,0,0
254,16380.0,16403.636,23.635999999998603,4,526.5901282187644,526.5901282187644,1,2,1600.0,1600.0,1324.6,31308.24559999815,0.0,0,0,0
255,16403.636,16440.0,36.3640000000014,4,519.8646558256129,519.8646558256129,1,3,2400.0,2400.0,1324.6,48167.75440000185,0.0,0,0,0
256,16440.0,16500.0,60.0,4,509.2890928147129,509.2890928147129,1,3,2400.0,2400.0,1324.6,79476.0,0.0,0,0,0
257,16500.0,16560.0,60.0,5,629.2064826700898,629.2064826700898,1,3,2400.0,2400.0,1586.8,95208.0,0.0,0,0,0
258,16560.0,16620.0,60.0,5,608.5128603749192,608.5128603749192,1,3,2400.0,2400.0,1586.8,95208.0,0.0,0,0,0
259,16620.0,16680.0,60.0,5,586.8705324500061,586.8705324500061,1,3,2400.0,2400.0,1586.8,95208.0,0.0,0,0,0
260,16680.0,16740.0,60.0,5,564.2105938155253,564.2105938155253,1,3,2400.0,2400.0,1586.8,95208.0,0.0,0,0,0
261,16740.0,16800.0,60.0,5,540.457122972381,540.457122972381,1,3,2400.0,2400.0,1586.8,95208.0,0.0,0,0,0
262,16800.0,16860.0,60.0,5,515.5262466847573,515.5262466847573,1,3,2400.0,2400.0,1586.8,95208.0,0.0,0,0,0
263,16860.0,16920.0,60.0,5,489.32504848093083,489.32504848093083,1,3,2400.0,2400.0,1586.8,95208.0,0.0,0,0,0
264,16920.0,17040.0,120.0,6,617.3502892899584,617.3502892899584,1,3,2400.0,2400.0,1860.1999999999998,223224.0,0.0,0,0,0
265,17040.0,17100.0,60.0,6,553.1609200944104,553.1609200944104,1,3,2400.0,2400.0,1860.1999999999998,111612.0,0.0,0,0,0
266,17100.0,17160.0,60.0,7,643.9676290865991,643.9676290865991,1,3,2400.0,2400.0,1892.8,113568.0,0.0,0,0,0
267,17160.0,17280.0,120.0,6,612.1557678608528,612.1557678608528,1,3,2400.0,2400.0,1762.4,211488.0,0.0,0,0,0
268,17280.0,17340.0,60.0,6,553.196766278786,553.196766278786,1,3,2400.0,2400.0,1762.4,105744.0,0.0,0,0,0
269,17340.0,17400.0,60.0,6,521.1403277312243,521.1403277312243,1,3,2400.0,2400.0,1762.4,105744.0,0.0,0,0,0
270,17400.0,17460.0,60.0,5,487.1407958870725,487.1407958870725,1,3,2400.0,2400.0,1373.4,82404.0,0.0,0,0,0
271,17460.0,17520.0,60.0,5,467.2070023889695,467.2070023889695,1,3,2400.0,2400.0,1373.4,82404.0,0.0,0,0,0
272,17520.0,17580.0,60.0,6,563.6101772124375,563.6101772124375,1,3,2400.0,2400.0,1584.5,95070.0,0.0,0,0,0
273,17580.0,17640.0,60.0,6,540.622049467961,540.622049467961,1,3,2400.0,2400.0,1584.5,95070.0,0.0,0,0,0
274,17640.0,17700.0,60.0,6,516.4901667482218,516.4901667482218,1,3,2400.0,2400.0,1443.4,86604.0,0.0,0,0,0
275,17700.0,17760.0,60.0,6,604.0965718253751,604.0965718253751,1,3,2400.0,2400.0,1475.2,88512.0,0.0,0,0,0
276,17760.0,17820.0,60.0,6,586.2961613802936,586.2961613802936,1,3,2400.0,2400.0,1475.2,88512.0,0.0,0,0,0
277,17820.0,17880.0,60.0,6,567.6905819719192,567.6905819719192,1,3,2400.0,2400.0,1475.2,88512.0,0.0,0,0,0
278,17880.0,17940.0,60.0,6,548.2202339546611,548.2202339546611,1,3,2400.0,2400.0,1475.2,88512.0,0.0,0,0,0
279,17940.0,18000.0,60.0,6,527.8191928446821,527.8191928446821,1,3,2400.0,2400.0,1475.2,88512.0,0.0,0,0,0
280,18000.0,18060.0,60.0,6,506.4143174845919,506.4143174845919,1,3,2400.0,2400.0,1475.2,88512.0,0.0,0,0,0
281,18060.0,18120.0,60.0,6,483.9241990625861,483.9241990625861,1,3,2400.0,2400.0,1475.2,88512.0,0.0,0,0,0
282,18120.0,18180.0,60.0,7,554.4579162157287,554.4579162157287,1,3,2400.0,2400.0,1644.8000000000002,98688.0,0.0,0,0,0
283,18180.0,18240.0,60.0,7,528.5591219818571,528.5591219818571,1,3,2400.0,2400.0,1569.4,94164.0,0.0,0,0,0
284,18240.0,18300.0,60.0,6,503.93594333570536,503.93594333570536,1,3,2400.0,2400.0,1372.2,82332.0,0.0,0,0,0
285,18300.0,18360.0,60.0,7,623.2681438247212,623.2681438247212,1,3,2400.0,2400.0,1648.2,98892.0,0.0,0,0,0
286,18360.0,18420.0,60.0,7,602.2948048148603,602.2948048148603,1,3,2400.0,2400.0,1648.2,98892.0,0.0,0,0,0
287,18420.0,18521.672,101.67199999999866,7,580.3066805577602,580.3066805577602,1,3,2400.0,2400.0,1648.2,167575.79039999782,0.0,0,0,0
288,18521.672,18540.0,18.32800000000134,7,540.4874577329165,540.4874577329165,1,2,1600.0,1600.0,1545.3000000000002,28322.25840000207,0.0,0,0,0
289,18540.0,18600.0,60.0,7,533.367857576893,533.367857576893,1,2,1600.0,1600.0,1545.3000000000002,92718.0,0.0,0,0,0
290,18600.0,18660.0,60.0,7,509.627757937394,509.627757937394,1,2,1600.0,1600.0,1545.3000000000002,92718.0,0.0,0,0,0
291,18660.0,18720.0,60.0,7,484.1097615214881,484.1097615214881,1,2,1600.0,1600.0,1511.9,90714.0,0.0,0,0,0
292,18720.0,18780.0,60.0,7,579.1250144684822,579.1250144684822,1,2,1600.0,1600.0,1415.4,84924.0,0.0,0,0,0
293,18780.0,18840.0,60.0,6,565.3421327075712,565.3421327075712,1,2,1600.0,1600.0,1318.8000000000002,79128.0,0.0,0,0,0
294,18840.0,18900.0,60.0,6,554.0503082527712,554.0503082527712,1,2,1600.0,1600.0,1318.8000000000002,79128.0,0.0,0,0,0
295,18900.0,18960.0,60.0,6,542.3903113942109,542.3903113942109,1,2,1600.0,1600.0,1318.8000000000002,79128.0,0.0,0,0,0
296,18960.0,19020.0,60.0,6,530.3427708929727,530.3427708929727,1,2,1600.0,1600.0,1318.8000000000002,79128.0,0.0,0,0,0
297,19020.0,19080.0,60.0,6,517.8868710797774,517.8868710797774,1,2,1600.0,1600.0,1318.8000000000002,79128.0,0.0,0,0,0
298,19080.0,19140.0,60.0,6,505.00021024560505,505.00021024560505,1,2,1600.0,1600.0,1318.8000000000002,79128.0,0.0,0,0,0
299,19140.0,19200.0,60.0,6,491.65864164875774,491.65864164875774,1,2,1600.0,1600.0,1318.8000000000002,79128.0,0.0,0,0,0
300,19200.0,19260.0,60.0,6,477.8360945552714,477.8360945552714,1,2,1600.0,1600.0,1315.5,78930.0,0.0,0,0,0
301,19260.0,19320.0,60.0,6,463.57770560952116,463.57770560952116,1,2,1600.0,1600.0,1315.5,78930.0,0.0,0,0,0
302,19320.0,19380.0,60.0,6,448.7829236195013,448.7829236195013,1,2,1600.0,1600.0,1315.5,78930.0,0.0,0,0,0
303,19380.0,19440.0,60.0,6,433.4188160732396,433.4188160732396,1,2,1600.0,1600.0,1315.5,78930.0,0.0,0,0,0
304,19440.0,19500.0,60.0,6,417.4495634848673,417.4495634848673,1,2,1600.0,1600.0,1315.5,78930.0,0.0,0,0,0
305,19500.0,19560.0,60.0,6,400.83612496433443,400.83612496433443,1,2,1600.0,1600.0,1315.5,78930.0,0.0,0,0,0
306,19560.0,19576.32,16.31999999999971,6,383.535855091807,383.535855091807,1,2,1600.0,1600.0,1315.5,21468.959999999617,0.0,0,0,0
307,19576.32,19620.0,43.68000000000029,6,378.70535237017754,378.70535237017754,1,3,2400.0,2400.0,1318.8,57605.18400000039,0.0,0,0,0
308,19620.0,19680.0,60.0,6,365.44046348472585,365.44046348472585,1,3,2400.0,2400.0,1107.0,66420.0,0.0,0,0,0
309,19680.0,19800.0,120.0,5,352.2577678067186,352.2577678067186,1,3,2400.0,2400.0,1080.2,129624.0,0.0,0,0,0
310,19800.0,19860.0,60.0,5,325.8047114492754,325.8047114492754,1,3,2400.0,2400.0,1080.2,64812.0,0.0,0,0,0
311,19860.0,19920.0,60.0,5,311.76203346180057,311.76203346180057,1,3,2400.0,2400.0,1080.2,64812.0,0.0,0,0,0
312,19920.0,20040.0,120.0,5,297.12503947690936,297.12503947690936,1,3,2400.0,2400.0,1080.2,129624.0,0.0,0,0,0
313,20040.0,20100.0,60.0,5,265.8937803169015,265.8937803169015,1,3,2400.0,2400.0,1080.2,64812.0,0.0,0,0,0
314,20100.0,20160.0,60.0,5,249.20051723560914,249.20051723560914,1,3,2400.0,2400.0,961.0976,57665.856,0.0,0,0,0
315,20160.0,20220.0,60.0,4,235.6836189888777,235.6836189888777,1,3,2400.0,2400.0,885.1,53106.0,0.0,0,0,0
316,20220.0,20280.0,60.0,4,224.20268345098043,224.20268345098043,1,3,2400.0,2400.0,885.1,53106.0,0.0,0,0,0
317,20280.0,20340.0,60.0,4,212.2810227376107,212.2810227376107,1,3,2400.0,2400.0,885.1,53106.0,0.0,0,0,0
318,20340.0,20400.0,60.0,4,199.8913265941568,199.8913265941568,1,3,2400.0,2400.0,885.1,53106.0,0.0,0,0,0
319,20400.0,20460.0,60.0,4,187.00388337175025,187.00388337175025,1,3,2400.0,2400.0,885.1,53106.0,0.0,0,0,0
320,20460.0,20520.0,60.0,4,173.58630205359836,173.58630205359836,1,3,2400.0,2400.0,885.1,53106.0,0.0,0,0,0
321,20520.0,20580.0,60.0,4,159.603193952381,159.603193952381,1,3,2400.0,2400.0,676.0,40560.0,0.0,0,0,0
322,20580.0,20640.0,60.0,3,150.37734545214693,150.37734545214693,1,3,2400.0,2400.0,674.0,40440.0,0.0,0,0,0
323,20640.0,20700.0,60.0,3,140.83949873985094,140.83949873985094,1,3,2400.0,2400.0,674.0,40440.0,0.0,0,0,0
324,20700.0,20760.0,60.0,3,130.91593683397687,130.91593683397687,1,3,2400.0,2400.0,674.0,40440.0,0.0,0,0,0
325,20760.0,20820.0,60.0,3,120.58066842402623,120.58066842402623,1,3,2400.0,2400.0,674.0,40440.0,0.0,0,0,0
326,20820.0,20831.95,11.950000000000728,3,109.80513275533667,109.80513275533667,1,3,2400.0,2400.0,674.0,8054.30000000049,0.0,0,0,0
327,20831.95,20880.0,48.04999999999927,3,107.60372995394339,107.60372995394339,1,2,1600.0,1600.0,550.9188595213327,26471.651199999636,0.0,0,0,0
328,20880.0,20940.0,60.0,2,101.45689900426743,101.45689900426743,1,2,1600.0,1600.0,504.4,30264.0,0.0,0,0,0
329,20940.0,21060.0,120.0,2,94.93033268101762,94.93033268101762,1,2,1600.0,1600.0,504.4,60528.0,0.0,0,0,0
330,21060.0,21120.0,60.0,2,81.21064162754303,81.21064162754303,1,2,1600.0,1600.0,504.4,30264.0,0.0,0,0,0
331,21120.0,21180.0,60.0,2,73.99407008086254,73.99407008086254,1,2,1600.0,1600.0,504.4,30264.0,0.0,0,0,0
332,21180.0,21300.0,120.0,2,66.52263099219621,66.52263099219621,1,2,1600.0,1600.0,504.4,60528.0,0.0,0,0,0
333,21300.0,21360.0,60.0,1,50.75820895522388,50.75820895522388,1,2,1600.0,1600.0,228.4,13704.0,0.0,0,0,0
334,21360.0,21420.0,60.0,1,48.06666666666667,48.06666666666667,1,2,1600.0,1600.0,228.4,13704.0,0.0,0,0,0
335,21420.0,21480.0,60.0,1,45.292307692307695,45.292307692307695,1,2,1600.0,1600.0,228.4,13704.0,0.0,0,0,0
336,21480.0,21540.0,60.0,1,42.43125,42.43125,1,2,1600.0,1600.0,228.4,13704.0,0.0,0,0,0
337,21540.0,21600.0,60.0,1,39.47936507936508,39.47936507936508,1,2,1600.0,1600.0,228.4,13704.0,0.0,0,0,0
338,21600.0,21660.0,60.0,1,36.43225806451613,36.43225806451613,1,2,1600.0,1600.0,228.4,13704.0,0.0,0,0,0
339,21660.0,21720.0,60.0,1,33.28524590163934,33.28524590163934,1,2,1600.0,1600.0,228.4,13704.0,0.0,0,0,0
340,21720.0,21780.0,60.0,1,30.033333333333335,30.033333333333335,1,2,1600.0,1600.0,228.4,13704.0,0.0,0,0,0
341,21780.0,21840.0,60.0,1,26.671186440677968,26.671186440677968,1,2,1600.0,1600.0,228.4,13704.0,0.0,0,0,0
342,21840.0,21900.0,60.0,1,23.193103448275863,23.193103448275863,1,2,1600.0,1600.0,228.4,13704.0,0.0,0,0,0
343,21900.0,21960.0,60.0,1,19.59298245614035,19.59298245614035,1,2,1600.0,1600.0,228.4,13704.0,0.0,0,0,0
344,21960.0,22020.0,60.0,1,15.864285714285714,15.864285714285714,1,2,1600.0,1600.0,228.4,13704.0,0.0,0,0,0
345,22020.0,22080.0,60.0,1,12.0,12.0,1,2,1600.0,1600.0,228.4,13704.0,0.0,0,0,0
346,22080.0,22099.452,19.452000000001135,1,7.992592592592593,7.992592592592593,1,2,1600.0,1600.0,228.4,4442.836800000259,0.0,0,0,0
347,22099.452,22140.0,40.547999999998865,1,6.661339374541149,6.661339374541149,1,1,800.0,800.0,228.4,9261.16319999974,0.0,0,0,0
348,22140.0,22200.0,60.0,1,3.8339622641509434,3.8339622641509434,1,1,800.0,800.0,203.2,12192.0,0.0,0,0,0
349,22200.0,22320.0,120.0,0,0,0,0,1,800.0,800.0,0.0,0.0,0.0,0,0,0
350,22320.0,22380.0,60.0,0,0,0,0,1,800.0,800.0,0.0,0.0,0.0,0,0,0
351,22380.0,22440.0,60.0,0,0,0,0,1,800.0,800.0,0.0,0.0,0.0,0,0,0
352,22440.0,22500.0,60.0,0,0,0,0,1,800.0,800.0,0.0,0.0,0.0,0,0,0
353,22500.0,22560.0,60.0,1,172.6,172.6,1,1,800.0,800.0,345.2,20712.0,0.0,0,0,0
354,22560.0,22620.0,60.0,1,169.72333333333333,169.72333333333333,1,1,800.0,800.0,345.2,20712.0,0.0,0,0,0
355,22620.0,22680.0,60.0,1,166.74915254237288,166.74915254237288,1,1,800.0,800.0,345.2,20712.0,0.0,0,0,0
356,22680.0,22740.0,60.0,1,163.67241379310346,163.67241379310346,1,1,800.0,800.0,345.2,20712.0,0.0,0,0,0
357,22740.0,22800.0,60.0,1,160.48771929824562,160.48771929824562,1,1,800.0,800.0,345.2,20712.0,0.0,0,0,0
358,22800.0,22860.0,60.0,1,157.18928571428572,157.18928571428572,1,1,800.0,800.0,345.2,20712.0,0.0,0,0,0
359,22860.0,22920.0,60.0,1,153.7709090909091,153.7709090909091,1,1,800.0,800.0,345.2,20712.0,0.0,0,0,0
360,22920.0,22980.0,60.0,2,317.82592592592596,317.82592592592596,1,1,800.0,800.0,680.4,40824.0,0.0,0,0,0
361,22980.0,23040.0,60.0,2,311.52841981132076,311.52841981132076,1,1,800.0,800.0,680.4,40824.0,0.0,0,0,0
362,23040.0,23100.0,60.0,2,305.0062881562882,305.0062881562882,1,1,800.0,800.0,680.4,40824.0,0.0,0,0,0
363,23100.0,23160.0,60.0,3,497.8471853257432,497.8471853257432,1,1,800.0,800.0,800.0,48000.0,0.0,0,0,0
364,23160.0,23220.0,60.0,3,492.35636667781864,492.35636667781864,1,1,800.0,800.0,800.0,48000.0,0.0,0,0,0
365,23220.0,23280.0,60.0,3,486.65952380952376,486.65952380952376,1,1,800.0,800.0,800.0,48000.0,0.0,0,0,0
366,23280.0,23340.0,60.0,3,480.74467333814164,480.74467333814164,1,1,800.0,800.0,800.0,48000.0,0.0,0,0,0
367,23340.0,23382.413,42.413000000000466,3,474.5988707773772,474.5988707773772,1,1,800.0,800.0,800.0,33930.40000000037,0.0,0,0,0
368,23382.413,23400.0,17.586999999999534,3,470.10759767708066,470.10759767708066,1,2,1600.0,1600.0,1079.6,18986.925199999496,0.0,0,0,0
369,23400.0,23460.0,60.0,3,466.4264712916349,466.4264712916349,1,2,1600.0,1600.0,1079.6,64776.0,0.0,0,0,0
370,23460.0,23520.0,60.0,3,453.52265011832617,453.52265011832617,1,2,1600.0,1600.0,1079.6,64776.0,0.0,0,0,0
371,23520.0,23580.0,60.0,4,587.3579899260043,587.3579899260043,1,2,1600.0,1600.0,1359.5,81570.0,0.0,0,0,0
372,23580.0,23640.0,60.0,4,571.0472791293721,571.0472791293721,1,2,1600.0,1600.0,1359.5,81570.0,0.0,0,0,0
373,23640.0,23700.0,60.0,4,554.0192246301867,554.0192246301867,1,2,1600.0,1600.0,1359.5,81570.0,0.0,0,0,0
374,23700.0,23820.0,120.0,5,677.8245789730424,677.8245789730424,1,2,1600.0,1600.0,1534.4,184128.0,0.0,0,0,0
375,23820.0,23880.0,60.0,5,639.3388009796611,639.3388009796611,1,2,1600.0,1600.0,1534.4,92064.0,0.0,0,0,0
376,23880.0,23940.0,60.0,5,618.7195086191538,618.7195086191538,1,2,1600.0,1600.0,1534.4,92064.0,0.0,0,0,0
377,23940.0,24000.0,60.0,5,596.7752224405932,596.7752224405932,1,2,1600.0,1600.0,1534.4,92064.0,0.0,0,0,0
378,24000.0,24060.0,60.0,5,574.0465939233699,574.0465939233699,1,2,1600.0,1600.0,1534.4,92064.0,0.0,0,0,0
379,24060.0,24120.0,60.0,5,550.1419654692486,550.1419654692486,1,2,1600.0,1600.0,1534.4,92064.0,0.0,0,0,0
380,24120.0,24180.0,60.0,7,773.9445438339276,773.9445438339276,1,2,1600.0,1600.0,1600.0,96000.0,0.0,0,0,0
381,24180.0,24240.0,60.0,7,750.2825970439085,750.2825970439085,1,2,1600.0,1600.0,1600.0,96000.0,0.0,0,0,0
382,24240.0,24300.0,60.0,7,724.7168722950188,724.7168722950188,1,2,1600.0,1600.0,1600.0,96000.0,0.0,0,0,0
383,24300.0,24360.0,60.0,8,826.4864622957776,826.4864622957776,2,2,1600.0,1600.0,1600.0,96000.0,0.0,0,0,0
384,24360.0,24420.0,60.0,8,799.5330906554661,799.5330906554661,1,2,1600.0,1600.0,1600.0,96000.0,0.0,0,0,0
385,24420.0,24480.0,60.0,8,770.4855513295603,770.4855513295603,1,2,1600.0,1600.0,1600.0,96000.0,0.0,0,0,0
386,24480.0,24540.0,60.0,8,740.0731199694735,740.0731199694735,1,2,1600.0,1600.0,1600.0,96000.0,0.0,0,0,0
387,24540.0,24600.0,60.0,8,706.8546254552651,706.8546254552651,1,2,1600.0,1600.0,1600.0,96000.0,0.0,0,0,0
388,24600.0,24660.0,60.0,6,677.2000520391767,677.2000520391767,1,2,1600.0,1600.0,1383.3,82998.0,0.0,0,0,0
389,24660.0,24720.0,60.0,6,660.1073454023557,660.1073454023557,1,2,1600.0,1600.0,1431.8,85908.0,0.0,0,0,0
390,24720.0,24840.0,120.0,6,641.3518141086106,641.3518141086106,1,2,1600.0,1600.0,1431.8,171816.0,0.0,0,0,0
391,24840.0,24900.0,60.0,6,600.8841460346712,600.8841460346712,1,2,1600.0,1600.0,1481.5,88890.0,0.0,0,0,0
392,24900.0,24960.0,60.0,6,692.6727545136154,692.6727545136154,1,2,1600.0,1600.0,1514.2,90852.0,0.0,0,0,0
393,24960.0,25020.0,60.0,6,676.3282077741862,676.3282077741862,1,2,1600.0,1600.0,1514.2,90852.0,0.0,0,0,0
394,25020.0,25080.0,60.0,7,746.224711828662,746.224711828662,1,2,1600.0,1600.0,1600.0,96000.0,0.0,0,0,0
395,25080.0,25140.0,60.0,7,728.3940365042596,728.3940365042596,1,2,1600.0,1600.0,1600.0,96000.0,0.0,0,0,0
396,25140.0,25200.0,60.0,7,709.7291542998623,709.7291542998623,1,2,1600.0,1600.0,1565.6,93936.0,0.0,0,0,0
397,25200.0,25260.0,60.0,7,690.5851000936772,690.5851000936772,1,2,1600.0,1600.0,1565.6,93936.0,0.0,0,0,0
398,25260.0,25268.354,8.35399999999936,7,670.4810500889165,670.4810500889165,1,2,1600.0,1600.0,1565.6,13079.022399998998,0.0,0,0,0
399,25268.354,25320.0,51.64600000000064,7,667.6013702185662,667.6013702185662,1,1,800.0,800.0,800.0,41316.80000000051,0.0,0,0,0
400,25320.0,25380.0,60.0,7,663.372451759515,663.372451759515,1,1,800.0,800.0,800.0,48000.0,0.0,0,0,0
401,25380.0,25440.0,60.0,7,658.2025590427418,658.2025590427418,1,1,800.0,800.0,800.0,48000.0,0.0,0,0,0
402,25440.0,25500.0,60.0,7,651.2220285105667,651.2220285105667,1,1,800.0,800.0,800.0,48000.0,0.0,0,0,0
403,25500.0,25560.0,60.0,8,786.9322254485584,786.9322254485584,1,1,800.0,800.0,800.0,48000.0,0.0,0,0,0
404,25560.0,25620.0,60.0,8,787.4459476854931,787.4459476854931,1,1,800.0,800.0,800.0,48000.0,0.0,0,0,0
405,25620.0,25680.0,60.0,8,786.4910109142554,786.4910109142554,1,1,800.0,800.0,800.0,48000.0,0.0,0,0,0
