region_id,weight,active_duration_sec,covered_duration_sec,active_duration_h,covered_duration_h,coverage_given_active
z1_A,0.35,7380.0,6016.783000000003,2.05,1.6713286111111119,0.8152822493224936
z2_A,0.25,6041.671999999999,4910.025999999998,1.6782422222222217,1.3638961111111105,0.8126932412087249
z3_A,0.2,7456.783000000003,5836.783000000003,2.0713286111111118,1.621328611111112,0.7827481368305877
z4_A,0.2,6840.0,5520.0,1.9,1.5333333333333334,0.8070175438596491
